imgAlt,imgName,isMeme
Keine Lust auf Ketchup? Versuch's mit der Creamy Deluxe Sauce! 💫 ,mcdonalds_switzerland_963,-2
"Ein Pulli, der Hunger macht! - meint @monicadevon. Stimmt's oder hat sie recht? 😆 ",mcdonalds_switzerland_964,-2
Gettin' cold out there! 🍂,mcdonalds_switzerland_965,-2
Bist du Typ 'Salat zum Z'mittag'? 🥗 Auch du findest dein Glück bei uns! Hier zB der Caesar Salad mit Grilled Chicken. 😋,mcdonalds_switzerland_966,-2
Was gibts bei dir zum Z'nacht? 🤤 ,mcdonalds_switzerland_967,-2
Mitbringsel für den Besuch beim Grosi gesucht? Kuchen geht immer! 🍰 ,mcdonalds_switzerland_968,-2
"Sauber gemacht! 🙌🏼 Am #CleanUpDay2019 waren 220 Gäste, 500+ Mitarbeitende, sowie Lieferanten, Partner und das ganze",mcdonalds_switzerland_969,-2
"Ein Frühstück, das auch zum Brunch geht. Oder zum Mittagessen. Oder wann gönnst du dir das Bacon & Egg McMuffin am",mcdonalds_switzerland_970,-2
"✌️ Peace out! Wochenende, wir kommen!",mcdonalds_switzerland_971,-2
Dürfen wir vorstellen? Ihre königliche Majestät. 😎 ,mcdonalds_switzerland_972,-2
"Nicht verpassen! Die McFlurry Brownie Caramel und Brownie Chocolate Cailler gibts nur noch bis Ende Monat. 🏃‍♀️🏃‍♂️ À ne pas manquer! Le McFlurry Brownie Caramel et Brownie Chocolate Cailler sont encore disponibles jusqu'à la fin du mois.🏃‍♀️🏃‍♂️
#lastchance #McFlurry #brownie",mcdonalds_switzerland_973,-2
Team Chicken oder Team Rind? Den Big Tasty gibt's mit 2 unterschiedlichen Patties! 😍🤗🤩Te,mcdonalds_switzerland_974,-2
"Sag, was bestellst du dazu? 🍟🥗🍔 Dis-nous, qu'est-ce que tu commandes avec ça? 🍟🥗🍔 #TeamFries #TeamSalad #TeamBurger",mcdonalds_switzerland_975,-2
Dein Kind liebt die Welt von @mylittlepony? 🐴🌟 Na dann los! Im Happy Meal gibts jetzt ein Pony. Oder lieber mehr,mcdonalds_switzerland_976,-2
Das Lieblingsrestaurant von @tiatravelsto ist nur schwer zu erkennen! 😆 🙌 😎 Qu,mcdonalds_switzerland_977,-2
Rot ist die Farbe der Liebe. ❤️ Oder was fühlst du beim Anblick dieser Box voller Pommes Frites? 😉🍟 Le rouge est la,mcdonalds_switzerland_978,-2
Mit was kombinierst du lieber? 😉😋👇Qu,mcdonalds_switzerland_979,-2
"Das Big Bang Menu gibts auch in 💚! Mit dem Quinoa Curry, Fries ODER Salat und ein Getränk deiner Wahl, immer 8.90 CHF.",mcdonalds_switzerland_980,-2
"Alles, was ein Burger braucht. Und ein bisschen Bacon schadet nie. 🥓😍 Oder?R",mcdonalds_switzerland_981,-2
❣️ Heute Montag findest du in der App ein Bon für 1 Espresso oder 1 Café Crème GRATIS! Bis nachher 👋 ❣️ Aujourd'hui sur ,mcdonalds_switzerland_982,-2
"#Repost @liptonicetea_ch ・・・
🇨🇭🇩🇪 Glaubst du an die Liebe auf den ersten Schluck? Sei bereit, denn nächste Woche startet unser McDonald's Gewinnspiel. Was du dafür brauchst? Nur dein Smartphone und unseren tollen Lipton Ice Tea Cup, den es bei jedem Menü dazu gibt.⁠
⁠
* Teilnahmebedingungen: Die Kampagne steht in keiner Verbindung zu Instagram. Aktionszeitraum vom 02.09. bis zum 27.09.2019 Pro Person einmalig möglich. Limitiert auf die ersten 2000 Einsendungen.⁠
⁠
🇨🇭🇫🇷 Une gorgée et c'est le coup de foudre − tu y crois? Tiens-toi prêt(e), car notre jeu-concours McDonald's commence la semaine prochaine. De quoi as-tu besoin? Juste de ton smartphone et de notre chouette Lipton Ice Tea cup, qui accompagne tous les menus.⁠
⁠
* Conditions de participation: la campagne n'a aucun lien avec Instagram. L'action s'étend du 02.9. au 27.9.2019 Une participation unique par personne. Limitée aux 2000 premiers envois.⁠
.⁠
#LIPTONMcDONALDS #mcdonaldsswitzerland #mcdonalds #icetea #sonnenschein☀️ #liptonicetea #sunshinemakesitbetter #enjoythesunshine #liptonicetea_ch #deckelaufsonnigdrauf #ouvretabouteillesorslesoleill #sonnenschein🌞 #ig_basel #ig_zurich #schweiz🇨🇭⁠
⁠
⁠",mcdonalds_switzerland_983,-2
Are you team McFlurry or team Sundae? 🍦,mcdonalds_switzerland_984,-1
Bist du die/der Schnellste? ⚡,mcdonalds_switzerland_985,-2
"Wer hat gesagt, man könne die Pommes nicht in einem schicken Abendkleid geniessen? @deboragabriella_ weiss, wie's geht!",mcdonalds_switzerland_986,-2
"Da kommt nur rein, was es wirklich braucht: Signature Burgers The Classic & The Farmer 👌 ",mcdonalds_switzerland_987,-2
"🕵️‍♀️ Finde die 7️⃣ Dinge, die du bei uns geniessen kannst! 🕵️‍♀️ Trouve les 7️⃣ choses que tu apprécies chez nous!",mcdonalds_switzerland_988,-2
"Am See, in der Badi 💦 oder im Park? 🌳 Wo geniesst du am liebsten einen McFlurry? 😋Au",mcdonalds_switzerland_989,-2
Der Big Tasty Chicken macht sein grosses Comeback! 😍 Komm vorbei und gönn dir! 🙌🤤 Il fait son grand retour dans notre me,mcdonalds_switzerland_990,-2
"Fühlst du es auch? Sonntagabend, Burger und Fries, beste Kombo! 🤩😍T",mcdonalds_switzerland_991,-2
In dieser Situation gibts nur eines zu tun: ein Pommes oder ein Chicken McNugget nehmen und tunken! 🤤 ,mcdonalds_switzerland_992,-2
Eat a Donut and go have fun: Das ist das heutige Motto! 🍩👯🕺 Eat a Donut and go have fun: c'est le mot d'ordre! 🍩👯🕺 #have,mcdonalds_switzerland_993,-2
Yummmmmmm 😍 Und du kriegst das gute Stück sogar im Menu für nur CHF 8.90,mcdonalds_switzerland_994,-2
"Ein Big Tasty geht zu jeder Zeit. Siehst du das auch so wie @justineives? 😉😎 Un Big Tasty à n'importe quelle heure, ça p",mcdonalds_switzerland_995,-2
"Business as usual, selfie first!😎📸 #Smoothie 🍓🍌 #SelfieTime #McCafé",mcdonalds_switzerland_996,-2
Ein Capuccino am Morgen vertreibt Kummer und Sorgen! ☕ True Story 😉,mcdonalds_switzerland_997,-2
Sonntag reimt sich auf Ruhetag! Bester Tag für Take-away 😉👌 Le dimanche est un jour de repos: meilleur jour pour,mcdonalds_switzerland_998,-2
A little snack with friends 😎,mcdonalds_switzerland_999,-1
"Das perfekte Getränk, um das Wochende zu planen 😉😎 La parfaite boisson pour planifier ton week-end 😉😎 #FrappéMocca",mcdonalds_switzerland_1000,-2
It's waiting for you... ❤️ #CBO #lovestory #burgerlover,mcdonalds_switzerland_1001,-1
Was wählst du für dein Kind im Happy Meal: das Buch oder das Spielzeug? 😉📚🐶 Que prends-tu pour ton enfant dans le Happy,mcdonalds_switzerland_1002,-2
"Kleine Pausen gehen immer, oder? 😎😍😋 C'est l'heure de s'offrir un petit break, non? 😎😍😋 #Apfeltasche #ChaussonAuxPommes",mcdonalds_switzerland_1003,-2
"Wie du dein Iced Latte Macchiato am besten geniesst:
1. Rühren
2. Trinken
Ziemlich einfach, nicht? 😉😎 Conseils pour déguster ton Iced Latte Macchiato:
1. Remuer
2. Déguster
Très simple! 😉😎 #McCafé #IcedLatteMacchiato #coffeelover",mcdonalds_switzerland_1004,-2
"🙈 Wenn man sich nicht einig ist, ob man sich zum Z'morge oder zum Z'mittag treffen will: Bei uns gibts beides! ",mcdonalds_switzerland_1005,-2
Big Mac Menu = One happy face 😃🤗 Thanks @diekroatin._ for the great picture! 😘 #repost#b,mcdonalds_switzerland_1006,-1
"Wer braucht schon ein neues Accessoire, wenn man unseren Smoothie Mango-Ananas-Papaya haben kann! 😎💛B",mcdonalds_switzerland_1007,-2
@by_syla sagt es! 👌🤩 Merci für das schöne Bild 😉@b,mcdonalds_switzerland_1008,-2
"Close your eyes, imagine taking a bite and enjoy... Or come by and do it for real! 🤤",mcdonalds_switzerland_1009,-1
Mit Kaffee den #MondayMood bekämpfen? ☕👉 Jeden ersten Montag im neuen Monat gibts in unserer App 1 Café Crème oder 1,mcdonalds_switzerland_1010,-2
Geniesse heute mit unserer Schatzsuche ein Big Tasty Menu Medium für CHF 10.90 anstatt CHF 14.20 🤩😋 Den Bon dazu,mcdonalds_switzerland_1011,-2
Der 🗝 zum Glück an einem Freitag? Keine Frage: French Fries!! 🍟😍 La 🗝 du bonheur un vendredi? Aucun doute: French,mcdonalds_switzerland_1012,-2
"👇 Was ist für dich typisch schweizerisch? 🇨🇭 Kühe, Käse, Berge oder unsere Schweizer McFlurry Strawberry & Meringues",mcdonalds_switzerland_1013,-2
"McFlurry Strawberry & Meringue - nein, du träumst nicht! 🤗 Verpasse nicht die exklusive Schweizer Edition des McFlurry: ",mcdonalds_switzerland_1014,-2
🚩 Ahoi! Heute schon die App geöffnet? In der Schatzsuche wirst du mit einem Bacon & Egg McMuffin zum Preis von 3.90 CHF ,mcdonalds_switzerland_1015,-2
"Iced Latte Macchiato + Donut: Der perfekte Match? Gleicher Meinung?👇🙋🙋‍♂️ Qui vote aussi pour ce ""perfect match"": Iced",mcdonalds_switzerland_1016,-2
Und du: schon unseren Signature burger The Farmer ausprobiert? 😉,mcdonalds_switzerland_1017,-2
Glacé oder Brownie? Bei uns musst du dich nicht entscheiden: Den McFlurry Brownie Caramel schon probiert? 😋 ,mcdonalds_switzerland_1018,-2
👉 Swipe pour le français!,mcdonalds_switzerland_1019,-2
CBOhhh-lalalaah! 🤤 🎶 #,mcdonalds_switzerland_1020,-2
"Saftiges Pouletbrustfleisch in einer knusprig-goldenen Panade: Unser Klassiker, der McChicken 🤤😍 De la tendre poitrine d",mcdonalds_switzerland_1021,-2
Was gibts bei dir heute zum Z'nacht? 😍 ,mcdonalds_switzerland_1022,-1
"Coffee in one hand, confidence in the other. ✊ New week, let's do this! ",mcdonalds_switzerland_1023,-1
Himmel auf Erden 🙏🤤 Le paradis sur terre 🙏🤤 #fries #pommesfrites #frieslover 🎈,mcdonalds_switzerland_1024,-2
"Hi, good lookin'! 👀 
#cutenessoverload #flirtingpro #donut",mcdonalds_switzerland_1025,-1
"Bist du ein Saucenlangweiler*in? 😆 Oder suchst du die Abwechslung? ✌️
Es-tu le genre de personne à prendre toujours la même sauce ou tu cherches la diversité? 😆✌️
#neverstopexploring #chickenmcnuggets #saucelover",mcdonalds_switzerland_1026,-2
@valichouchou findet die McMuffin super. Hast du sie auch schon versucht? 😊 ,mcdonalds_switzerland_1027,-2
Wie läuft die Schatzsuche?! 🏴‍☠️ In der App läuft noch bis zum 04.08. ein Gewinnspiel mit tollen Preisen! Ausserdem,mcdonalds_switzerland_1028,-2
Wenn es mal was Grüneres sein soll! 💃 ,mcdonalds_switzerland_1029,-2
Teures Wochenende hinter dir? Dann hol dir heute ein Big Bang Menü 💰  Immer nur 8.90 CHF!,mcdonalds_switzerland_1030,-2
Besser auf Nummer sicher gehen! 👍 ,mcdonalds_switzerland_1031,-2
Was gehört zum ultimativen Badeplausch? Ein McFlurry!😍 Qu'est-ce qui fait partie du plaisir ultime de la baignade? Un,mcdonalds_switzerland_1032,-2
"Was macht ihr bei 🐵-Hitze? Ab in die Sundae-Berge 🏔️ 🍦 
Vous faites quoi pendant ces chaleurs intenses? En route pour les montagnes-Sundae 🏔️ 🍦",mcdonalds_switzerland_1033,-2
Nicht vergessen: Beim Happy Meal könnt ihr für eure Kids immer zwischen Karotten oder Pommes wählen! 🥕 😊,mcdonalds_switzerland_1034,-2
"Alles das glänzt, ist gold. 😎 So wie unsere Smoothies! Erdbeere-Banane und Mango-Ananas-Papaya 🌴 
Tout ce qui brille est or. 😎 Tout comme nos Smoothies! Fraise-Banane et Mangue-Ananas-Papaye 🌴
#fruity #summer #smoothie",mcdonalds_switzerland_1035,-2
So schmeckt Freundschaft doch am besten! 😉✌️,mcdonalds_switzerland_1036,-2
"Friends that eat together, stay together. 😍 ",mcdonalds_switzerland_1037,-1
"Zweimal Käse, zweimal mehr Spass! 🧀 ✌️ Deux fois plus de fromage, deux fois plus de plaisir! 🧀 ✌️ #DoubleCheeseburger",mcdonalds_switzerland_1038,-2
Ahoi! Heute geht die McDonald's Schatzsuche los! 🏴‍☠️ Profitiere bis zum 04.08. von täglich neuen Angeboten - und mach,mcdonalds_switzerland_1039,-2
"Wauwau! 🐕 The Secret Life of Pets 2️⃣ jetzt in den Kinos! Und im Happy Meal gibts Spielzeuge zum Film!

Gewinnt 1 von 5 Fan-Packages, indem ihr hier euer Lieblingshaustier kommentiert! Viel Glück. 🍀

Woof woof! 🐕 Comme des bêtes 2️⃣ est en ce moment au cinéma. Dans le Happy Meal, retrouve maintenant les figurines du film! 
Tente ta chance pour gagner 1 des 5 Fan-Packages: dis-nous quel est ton animal préféré dans les commentaires. Bonne chance! 🍀",mcdonalds_switzerland_1040,-2
👇 Wer muss als nächstes 1 zahlen? 😆 👇 Qui va payer la prochaine fois? 😆#fr,mcdonalds_switzerland_1041,-2
"Hat jemand Glacé gesagt? Wir glauben schon, ja!🤤😍 Quelqu’un a dit glace? On croit bien, oui! 🤤😍 #Repost: @c.alexandraa",mcdonalds_switzerland_1042,-2
Auch dieses Jahr hat am Samstag zu Gunsten der Ronald McDonald Kinderstiftung schweizweit der McHappy Day stattgefunden.,mcdonalds_switzerland_1043,-2
"1. Montag des neuen Monats = 1 Café Crème oder 1 Espresso GRATIS. Hole dir den Bon in unserer App 📲 ☕ 💫 
Premier lundi du mois = 1 Café Crème ou 1 Espresso GRATUIT. Obtiens ton bon sur notre App! 📲 ☕ 💫
#mondaymotivation #coffeeday",mcdonalds_switzerland_1044,-2
Hashtag your favorite sauce in the comments 👇,mcdonalds_switzerland_1045,-2
"Gib's zu, du würdest am liebsten grad zugreifen, nicht? 😉",mcdonalds_switzerland_1046,-2
Für jeden Hunger gibts eine passende Portion Pommes Frites! 🍟🍟🍟 Différentes portions de frites pour toutes les faims. 🍟🍟,mcdonalds_switzerland_1047,-2
Hoi du! 🤗🤤😍 Salut toi! 🤗🤤😍 #bigtasty #burgerlover #enjoythenow,mcdonalds_switzerland_1048,-2
"Hat jemand Z'vieri gesagt? Wir glauben schon, ja! 😎😍Q",mcdonalds_switzerland_1049,-2
Livia Maria our Rhythmic Gymnastics champion is living up to the motto of #together4gold! Look how many gold medals,mcdonalds_switzerland_1050,-2
"Danke fürs top Rating, @welovefoodyummy! 🤗 Einverstanden?",mcdonalds_switzerland_1051,-2
Letzte Chance! 🖤 Diese Woche gibts beim Kauf von 1 Medium Menu ein Coca-Cola Glas in der Farbe Grau. (Nur solange,mcdonalds_switzerland_1052,-2
Manchmal ist das Glück ganz einfach zu holen: 🍩 + ☕️ = 💫 L,mcdonalds_switzerland_1053,-2
"""Ich bin ja schon unterwegs!"" 😉😎 Du am Telefon, wenn deine Freunde schon ganz ungeduldig aufs Z'nacht warten... ""Yes,",mcdonalds_switzerland_1054,-2
👇 Welche süsse Erfrischung gönnst du dir in dieser Hitze?,mcdonalds_switzerland_1055,-2
Double-tap if you look this sad when friends steal your nuggets!,mcdonalds_switzerland_1056,-1
100. McDonald’s auf Zukunft getrimmt:,mcdonalds_switzerland_1057,-2
"Ein wunderschönes Gelb, ein knuspriger und feiner Geschmack! 🍟 Was bleibt dir anderes übrig als dir ein Stück (oder",mcdonalds_switzerland_1058,-2
Diese Woche gibt es bereits die 3. Farbe der Coca-Cola Glas-Aktion! 💎 Hast du eines verpasst? Keine Sorge. Gewinne eine ,mcdonalds_switzerland_1059,-2
🏃‍♀️🏃‍♂️ Renn schnell! Diese Woche gibts beim Kauf von 1 Menu Medium ein Coca-Cola Glas in Türkis GRATIS dazu. 💙,mcdonalds_switzerland_1060,-2
Wie mutig bist du? Würdest du anstelle deines Lieblingsburgers auch mal einen neuen Burger versuchen? @bangbangblond,mcdonalds_switzerland_1061,-2
Wer kann hier widerstehen? Kommentiere mit 😉! Qui peut résister ici? Commente avec 😉!#,mcdonalds_switzerland_1062,-2
An all die Snack Lovers dort draussen: Unser McMuffin (mit oder ohne Bacon 😉) gibts neu den ganzen Tag. 🥚🥓🧀À t,mcdonalds_switzerland_1063,-2
"🍌🍓🍍🌴💛 Egal, ob das Wetter auf Sommer macht oder nicht: Bei uns gibts jetzt diese beiden Smoothies: Erdbeer-Banane oder",mcdonalds_switzerland_1064,-2
"Dieser Moment der Vorfreude, wenn du den Take Away Bag im McDrive erhältst! 😍",mcdonalds_switzerland_1065,-2
"44 Jahre liegen zwischen diesen beiden Bildern, aber das Vergnügen durch den McDrive zu fahren, bleibt das gleiche!",mcdonalds_switzerland_1066,-2
"‼️ Neue Woche, neue Chance deine Coca-Cola Gläsersammlung zu erweitern! 💕 Diese Tage gibts beim Kauf von 1 Menu Medium",mcdonalds_switzerland_1067,-2
"Sag mal, wo sonst kriegst du für 8.90 CHF ein komplettes Menu? Big Bang Menu = 🍔+🍟+🥤 Dis-nous, où d'autre peux-tu",mcdonalds_switzerland_1068,-2
Das gehen wir total einig mit @nicolas_paquet_photography! 😍🍔 Totalement d'accord avec @nicolas_paquet_photography! 😍🍔,mcdonalds_switzerland_1069,-2
"McChicken + 🌞: Was brauchst du mehr? 🍔😎 Wenn du einverstanden bist, zeig uns ein 💓!McC",mcdonalds_switzerland_1070,-2
"The one and only. The legend. The Big Mac. 🥁

#bigmac #burgerlover #classic",mcdonalds_switzerland_1071,-1
Zaubert dir unser neuer Signature Burger auch ein solches Lächeln auf dein Gesicht wie bei @severin.pfeffer? 😃🍔N,mcdonalds_switzerland_1072,-2
"Zeig uns deine Coca-Cola-Sammlung! 📸 Poste jetzt dein ältestes Glas, dein Lieblingsglas, deine schönste Farbe - oder",mcdonalds_switzerland_1073,-2
Put your hands up! Es gibt wieder Coca-Cola Gläser! 🚀 Diese Woche gibt es beim Kauf von 1 Menu Medium 1 Coke Glas in,mcdonalds_switzerland_1074,-2
"Nimm am Montag den Weg in die Richtung eines unserer Restaurants: ein Espresso oder ein Kaffee Crème wartet GRATIS auf dich. Das Angebot ist gültig mit unserer App. Hopp, App downloaden, wenn du's nicht schon lange getan hast. ☕🤩 Prends le chemin de nos restaurants lundi, car un Espresso ou un Café Crème gratuit t'y attend! ☕🤩 Offre disponible sur notre App. Télécharge-la si tu ne l'as pas encore.

#freecoffee #monday #coffeeday",mcdonalds_switzerland_1075,-2
Könntest du den ganzen Tag McMuffins essen? ⌚ Glückspilz! Sie sind jetzt den ganzen Tag erhältlich. ,mcdonalds_switzerland_1076,-2
Fries und du = Liebe. Würdest du das bestätigen? 💖 ,mcdonalds_switzerland_1077,-2
Die richtig harten Entscheidungen im Leben: Zuckerstreusel oder mit Vanillefüllung?,mcdonalds_switzerland_1078,-2
Holst du dir McNuggets damit du ein Grund hast von der Sweet & Sour Sauce zu essen? 😆,mcdonalds_switzerland_1079,-2
"Date night with bae! Thanks for sharing your photo, @farahifyouknow.",mcdonalds_switzerland_1080,-2
Das perfekte Duo zum in den Tag starten! Schöner Montag allerseits. 😊,mcdonalds_switzerland_1081,-2
"Wer sagt, dass ein Z'vieri süss sein muss? 🙂🌞 Qui a dit qu'un petit snack devait être sucré? 🙂🌞 #chickenmcnuggets",mcdonalds_switzerland_1082,-2
"👀 Achtung, genau hinschauen! Es sind 2 verschiedene McFlurry-Sorten. Erkennst du welche?",mcdonalds_switzerland_1083,-2
"Dieser Traum könnte heute wahr werden... 🔮
Ce rêve pourrait se réaliser aujourd'hui... 🔮
#fries #dreaming #nevernothungry",mcdonalds_switzerland_1084,-2
Alternative zu 🍦 gesucht? Probier's mal mit dem Blueberry Cheesecake vom McCafé! 💜T,mcdonalds_switzerland_1085,-2
"🍓 Erdbeer, ☕️ Mocca oder 💛Vanille: Welches ist dein Lieblingsfrappé?🍓",mcdonalds_switzerland_1086,-2
Keine Zeit für Kaffeeplausch? Latte Macchiato und Capuccino gibts auch als Take Away. 🎈 ,mcdonalds_switzerland_1087,-2
"We love your kind of Sunday, @mariaekena. 😍",mcdonalds_switzerland_1088,-1
"Bilderrätsel! 👀 Wer errät, welches McCafé Produkt hier gezeigt wird?",mcdonalds_switzerland_1089,-2
"Aber: Seien wir ehrlich, bizli Posen macht halt schon Spass! 😅😆S",mcdonalds_switzerland_1090,-2
Dieses Gefühl vor dem ersten Bissen...,mcdonalds_switzerland_1091,-2
"Sundae nature: Viel zu langweilig? Oder voll fein?

Sundae nature: beaucoup trop ennuyeux ? Ou vraiment délicieux ?

#sundae #caramel #cailler #strawberry",mcdonalds_switzerland_1092,-2
"Welchen Kaffee gönnt sich @alicestar_k wohl, Cappuccino oder Café Crème? 🤔😉 Danke fürs Foto! A",mcdonalds_switzerland_1093,-2
"Danke, Mama! ❤️ Merci, Maman!

Ohne die grosse Liebe, die immerwährende Unterstützung und die guten Tipps ihrer Mamas wären heute beim Hammerspiel BSC Young Boys gegen den FC Basel 1893 wohl keine Spieler auf dem Feld gestanden. Die Fussballstars der beiden Spitzen-Clubs haben sich deshalb mit einer einzigartigen Aktion und viel Herz bei ihren Mamas bedankt. Ganz nach dem Motto: Von Mama sind wir alle Fan.

Sans l’amour inconditionnel, le soutien et les précieux conseils de leur maman, aucun joueur n’aurait foulé aujourd’hui la pelouse du Stade de Suisse lors du match tant attendu BSC Young Boys contre FC Basel 1893. Les stars du football des deux meilleurs clubs ont donc remercié leur mère avec beaucoup de cœur, au travers d'une campagne unique en son genre. Fidèles à la devise: nous sommes tous fans de maman.

#mamafan",mcdonalds_switzerland_1094,-2
Ganz nach dem Motto 'Von Mama sind wir alle Fan' bedankten sich die Spieler des BSC Young Boys und des FC Basel mit viel,mcdonalds_switzerland_1095,-2
"💐 Für welche Mama wäre das der perfekte Blumenstrauss? 💐 Pour quelle maman ça serait le parfait bouquet?

#mamaisthebest #mothersday #love",mcdonalds_switzerland_1096,-2
Say Cheeeeese...burger! 📸,mcdonalds_switzerland_1097,1
Zu welchem Team gehörst du? 😅😆D,mcdonalds_switzerland_1098,-2
"Und, wo esst ihr euer Z'mittag? Danke fürs Foto @clairycherry_lilletberry. 😍",mcdonalds_switzerland_1099,-2
"Doppelt macht mehr Spass! Von was habt ihr auch lieber immer 1 mehr? ✌️ A double, c'est plus fun! Qu’est-ce que tu aimerais avoir deux fois?✌️ #bigmac #friends #dessert",mcdonalds_switzerland_1100,-2
"#FreeCoffeeMonday 🎉 Mit unserer App kannst du dir heute 1 GRATIS Café Crème oder 1 Espresso holen. Bitte, gern geschehen. 😊

##FreeCoffeeMonday 🎉 Avec notre App, reçois aujourd’hui un Café Crème ou 1 Espresso GRATUIT. Ça nous fait plaisir. 😊

#coffee #mondaymotivation",mcdonalds_switzerland_1101,-2
Kurzer Zwischenhalt am McDrive und dann eeeeeh ab in den Süden! 🌞#dersonnehinterher 🎼 #roadtrip #sundaymoodU,mcdonalds_switzerland_1102,-2
Wo macht ihr eure nächste Ferien? 🛫🛬Q,mcdonalds_switzerland_1103,-2
Lieblingsgemüse? - Kartoffeln! 😉🥔✌️L,mcdonalds_switzerland_1104,-2
"Schon reingebissen? In den The Farmer? Der neue Burger unserer Signature-Reihe. Saftiges Rindfleisch, Innerschweizer",mcdonalds_switzerland_1105,-2
Zwei Fliegen auf einen Schlag: Auf den Bus warten mit Durst löschen verbinden. 😉,mcdonalds_switzerland_1106,-2
Das Wochenende ist zum Geniessen da! Am besten kombiniert mit etwas Süssem zwischendurch. 🤗 Wann kommst du vorbei? ,mcdonalds_switzerland_1107,-2
Immer schön eines nach dem anderen geniessen! 😍🍟 Machst du es auch so?À,mcdonalds_switzerland_1108,-2
"Welcome to the family! 👩‍🌾👨‍🌾 Welchen probierst du zuerst? The Farmer und The Classic, beide mit saftigem Rindfleisch",mcdonalds_switzerland_1109,-2
"Kennt ihr diese Menschen, die für ein Stück Chicken McNuggets eine Portion Sauce brauchen? 😅😋C",mcdonalds_switzerland_1110,-2
"Welches Emoji passt am besten zum Weltbuch-Tag? 🤩

Unter allen Kommentaren verlosen wir 5 deutsche und 5 französische Collector-Boxes unsere Happy-Meal-Bücher. Die Teilnahmebedingungen findet ihr hier: McD.to/6182EeLTY

Quel Emoji convient le mieux à la Journée mondiale du livre? 🤩

Parmi tous les commentaires, nous avons tiré au sort 5 Collector-Boxes en allemand et 5 Collector-Boxes en français de nos Happy-Meal-Books! Vous trouverez les conditions de participation ici: McD.to/6182EeLTY

#WorldBookDay",mcdonalds_switzerland_1111,-2
"Neue Woche! Neues Badetuch! Wann holt ihr es euch? 🌴 Beim Kauf von 1 Medium Menu und 1 Happy Meal gibt es diese Woche das Badetuch mit Flamingo GRATIS. Nur solange der Vorrat reicht. 
Nouvelle semaine! Nouveau linge de bain! Quand est-ce que tu l’auras? 🌴 A l’achat de 1 Menu Medium et 1 Happy Meal cette semaine, le linge de bain avec les flamants roses est GRATUIT. Jusqu'à épuisement des stocks. 
#beachtowel #happymeal #summervibes",mcdonalds_switzerland_1112,-2
Wer hat das Glück und findet dieses Ei in seinem Osternest versteckt? 😋✌️ Qui aura la chance de trouver cet oeuf dans son panier de Pâques? 😋✌️ #surprise #egg #bigmac,mcdonalds_switzerland_1113,-2
Someone said breakfast? 😍 @a.thierry07,mcdonalds_switzerland_1114,-1
Freunde: Wer bringt etwas zum Z'nacht mit? Ich so: 👆 ,mcdonalds_switzerland_1115,-2
Das kleine Glück in der grosse Tasse! Gewusst? Unsere Milchkaffees gibts in zwei verschiedenen Grössen. 🤩🤗C,mcdonalds_switzerland_1116,-2
When you are looking at your burger with love ❤️🍔 Do you do the same?,mcdonalds_switzerland_1117,-1
"Tasty, tastier, Big Tasty Bacon! Wer gönnt sich heute ein 🍔 mit🥓? Tasty, tastier, Big Tasty Bacon! Qui va se faire",mcdonalds_switzerland_1118,-2
Der Sommer kommt! Wir glauben fest daran. 😊 Darum gibts ab heute beim Kauf von 1 Medium Menu + 1 Happy Meal ein,mcdonalds_switzerland_1119,-2
"Achtung, fertig, wovon nimmst du den ersten Biss? 🤩 Cheeseburger Royal oder von den Fries?",mcdonalds_switzerland_1120,-2
"Nicht alles glauben, was ihr seht. 😉 Lustig ist es trotzdem. Nice job @jeremyjay93!",mcdonalds_switzerland_1121,-2
"Gehörst du auch zu dieser Art Menschen, die im Zug immer was essen müssen? Danke fürs Bild @as__xi! 😉",mcdonalds_switzerland_1122,-2
"Spieglein, Spieglein an der Wand. Welchen Drink hat  @_eduarda_l wohl in der Hand? 🥤",mcdonalds_switzerland_1123,-2
"😎😍 Wenn ihr mit der Crew unterwegs seid, einfach mal alle Lieblingsdinge bestellt und dann untereinander teilt! Macht",mcdonalds_switzerland_1124,-2
"Wie machst du es? Isst du die Fries direkt aus der Tüte oder leerst du sie in die Burgerbox? Poste jetzt deine persönliche Essgewohnheit im McDonald's. Nicht vergessen @mcdonalds_switzerland markieren. 😉 
Comment tu fais? Tu manges tes frites directement dans leur emballage ou tu les mets dans la boîte de ton burger? Publie ton habitude quand tu manges au McDo et n'oublie pas de taguer @mcdonalds_switzerland. 😉 
#MyWay #EatingHabits #mcdonalds",mcdonalds_switzerland_1125,-2
"So sind Montage gleich halb so schlimm! 🤩🍩☕️
Les lundis sont ainsi moins terribles 🤩🍩☕️
#happymonday #coffeelove #donutworry",mcdonalds_switzerland_1126,-2
Die fantastische Reise der Treetop-Zwillinge geht weiter! Das zweite Band unserer neuen Buchserie ist jetzt in jedem,mcdonalds_switzerland_1127,-2
"Ein Blick auf dieses Video und dein G'luscht auf ein Sundae Cailler ist entfacht. 🔥 Stimmt's? 😉
Un seul coup d'oeil à cette vidéo et une envie soudaine de Sundae Cailler est apparue... 🔥 Non? On te dit à tout à l'heure. 😉 
#sundae #dessert #mcdonalds",mcdonalds_switzerland_1128,-2
